text,is_emergency
My coworker says the shortness of breath has been there since yesterday. They lay down. Any advice?,0
Mild throbbing headache all afternoon. Think it's alcohol last night. Better after drinking water.,0
My husband has some stomach cramps. They stepped outside for air but it hasn't fully resolved. Does this sound serious?,0
Had mild dizziness and trembling for the past few hours. Has anyone else experienced this?,0
Had minor vomiting and abdominal pain for the past few hours. Is this something to see a doctor about?,0
Woke up with minor blurred vision. Probably a hard workout. Ibuprofen helped.,0
Some dizziness all afternoon. Think it's a hard workout. Ibuprofen helped.,0
The heart pounding started after not sleeping enough. I had a snack and it passed.,0
Had intense throat tightness with pain radiating to my left arm so I went to the ER. My doctor said it was alcohol last night and nothing to worry about.,0
Had some dizziness today — pretty sure it's just dehydration. Feeling better now.,0
Had significant shortness of breath and arm pain for the past few hours. Not sure what to do.,0
Both rapid heart rate and trembling today — think it's a hard workout. Better after drinking water.,0
The confusion comes and goes when I'm stressed. Probably the heat outside. Much better after lying down.,0
"Concerning trouble breathing and arm pain, plus numbness on my left side. Called an ambulance. After all the tests they cleared me — just a panic attack.",0
Had terrible severe headache with difficulty forming words so I went to the ER. Doctors said it was just low blood sugar. Back home and resting.,0
Had severe trembling with vision darkening at the edges so I went to the ER. The ER ran tests and said it was anxiety. Discharged after two hours.,0
"Intense nausea and nausea, plus can't catch my breath at all. Called an ambulance. My doctor said it was a panic attack and nothing to worry about.",0
Both numbness and weakness today — think it's anxiety. Passed on its own after an hour.,0
Both vomiting and blurred vision today — think it's eating too fast. It went away after I rested.,0
Sharp sweating with numbness on my left side. I tried sat down but nothing seems to be helping.,1
"Moderate trouble breathing and sweating, plus difficulty forming words. Called an ambulance. Urgent care said it was a cold. Relieved it wasn't more serious.",0
Dealing with a bit of seeing spots from anxiety. I had a snack and it went away after i rested.,0
The disorientation comes and goes when I'm stressed. Probably skipping meals. Passed on its own after an hour.,0
Having minor feeling faint that started a little while ago. I drank some water. Should I call my doctor?,0
My dad says the arm pain has been there since yesterday. They drank some water. Does this sound serious?,0
Experiencing significant racing heart that came on earlier today. I took antacids. Should I call my doctor?,0
Had terrible trouble breathing with one side of my face feels strange so I went to the ER. The ER ran tests and said it was low blood sugar. Discharged after two hours.,0
The seeing spots started after not sleeping enough. I took antacids and it passed.,0
The difficulty forming words plus crushing confusion had me in a panic. Went straight to urgent care. My doctor said it was dehydration and nothing to worry about.,0
Dealing with minor stomach cramps from stress. I rested and passed on its own after an hour.,0
Experiencing moderate chest pain that came on earlier today. I took antacids. Any advice?,0
Having sharp shaking and confusion. Also throat swelling. I stepped outside for air but it's lasting longer than expected. Should I call my doctor?,1
My child says the shortness of breath has been there since yesterday. They took ibuprofen. Should I be worried?,0
Dealing with slight numbness from sitting too long. I stepped outside for air and much better after lying down.,0
Had slight cold sweats and blurred vision for the past few hours. Is this something to see a doctor about?,0
My wife had terrible racing heart and difficulty forming words — we called 911. The ER ran tests and said it was a cold. Discharged after two hours.,0
Had a bit of stomach cramps today — pretty sure it's just a hard workout. Much better after lying down.,0
Severe chest pressure and difficulty forming words came on suddenly. I was convinced it was serious. Urgent care said it was a stressful week. Relieved it wasn't more serious.,0
My friend has a bit of blurred vision. They sat down but it hasn't fully resolved. Any advice?,0
"Intense chest tightness and shortness of breath, plus can't catch my breath at all. Called an ambulance. My doctor said it was a hard workout and nothing to worry about.",0
My coworker collapsed — crushing heart pounding and pain radiating to my left arm. Rushed to the ER. Paramedics checked me over and said it was eating too fast. What a scare.,0
My husband collapsed — crushing feeling faint and can't catch my breath at all. Rushed to the ER. Paramedics checked me over and said it was a hard workout. What a scare.,0
Dealing with significant severe headache and chest tightness today. Not sure if it's a hard workout or something more. Has anyone else experienced this?,0
Woke up with slight difficulty breathing. Probably not sleeping enough. Feeling better now.,0
Crushing throat tightness and racing heart since earlier. I lay down. Nothing seems to be helping. Is this something to see a doctor about?,1
Had a bit of nausea today — pretty sure it's just sitting too long. It went away after I rested.,0
"Crushing stomach cramps and jaw pain, plus numbness on my left side. Called an ambulance. Doctors said it was just anxiety. Back home and resting.",0
Concerning jaw pain today. I sat down. Still not sure if this is normal. Not sure what to do.,1
Had minor rapid heart rate today — pretty sure it's just seasonal allergies. Much better after lying down.,0
The cold sweats has been on and off all day. Possibly sitting too long. Any advice?,0
Had intense chest pressure with difficulty forming words so I went to the ER. Doctors said it was just a hard workout. Back home and resting.,0
Some chest pressure all afternoon. Think it's dehydration. Feeling better now.,0
The blurred vision comes and goes when I'm stressed. Probably the heat outside. Feeling better now.,0
Woke up with mild chest pressure. Could be alcohol last night but I'm not certain. Should I be worried?,1
Both shortness of breath and abdominal pain today — think it's sitting too long. Feeling better now.,0
Woke up with mild arm pain. Could be anxiety but I'm not certain. Any advice?,0
My mom says the feeling faint has been there since yesterday. They had a snack. Any advice?,0
"Sharp difficulty breathing and weakness, plus throat swelling. Called an ambulance. Urgent care said it was the heat outside. Relieved it wasn't more serious.",0
I drank some water for the terrible severe headache but when one side of my face feels strange started I went to the ER. Urgent care said it was a panic attack. Relieved it wasn't more serious.,0
Significant throbbing headache and jaw pain alongside the chest pain came on suddenly. I was convinced it was serious. Turned out to be a cold. Feeling much better now.,0
My dad has slight blurred vision. They lay down but it hasn't fully resolved. Is this something to see a doctor about?,0
Had a bit of racing heart today — pretty sure it's just sitting too long. Passed on its own after an hour.,0
The throat swelling plus moderate lightheadedness had me in a panic. Went straight to urgent care. Doctors said it was just a cold. Back home and resting.,0
Woke up with slight severe headache. Could be stress but I'm not certain. Should I be worried?,0
Dealing with some vomiting from acid reflux. I rested and feeling better now.,0
I stepped outside for air for the significant disorientation but when pain radiating to my left arm started I went to the ER. Doctors said it was just eating too fast. Back home and resting.,0
I rested for the moderate tingling but when pain radiating to my left arm started I went to the ER. Paramedics checked me over and said it was eating too fast. What a scare.,0
The trouble breathing started after eating too fast. I took ibuprofen and it passed.,0
Having bad blurred vision that started a little while ago. I took deep breaths. Does this sound serious?,0
Moderate trouble breathing today. I took deep breaths. Still not sure if this is normal. Does this sound serious?,0
Started with sharp shaking this morning. I took deep breaths but it's lasting longer than expected. Now numbness on my left side. Should I call my doctor?,1
Woke up with minor severe headache. Could be skipping meals but I'm not certain. Not sure what to do.,0
"Sharp chest tightness and difficulty breathing, plus throat swelling. Called an ambulance. Doctors said it was just alcohol last night. Back home and resting.",0
The difficulty forming words plus concerning feeling faint had me in a panic. Went straight to urgent care. Turned out to be low blood sugar. Feeling much better now.,0
Started with concerning chest tightness this morning. I stepped outside for air but nothing seems to be helping. Now jaw pain alongside the chest pain. Not sure what to do.,1
"Sharp abdominal pain and chest pressure, plus can't catch my breath at all. Called an ambulance. Turned out to be a panic attack. Feeling much better now.",0
The difficulty forming words plus moderate numbness had me in a panic. Went straight to urgent care. Paramedics checked me over and said it was a stressful week. What a scare.,0
"Terrible difficulty breathing and jaw pain, plus numbness on my left side. Called an ambulance. Urgent care said it was postural hypotension. Relieved it wasn't more serious.",0
Having rapid heart rate and throat swelling. Tried drank some water but it keeps coming back. Should I be worried?,1
The one side of my face feels strange plus concerning trembling had me in a panic. Went straight to urgent care. My doctor said it was anxiety and nothing to worry about.,0
Sharp dizziness and difficulty forming words came on suddenly. I was convinced it was serious. My doctor said it was a cold and nothing to worry about.,0
My child collapsed — concerning jaw pain and can't catch my breath at all. Rushed to the ER. Paramedics checked me over and said it was too much caffeine. What a scare.,0
The one side of my face feels strange plus terrible trembling had me in a panic. Went straight to urgent care. My doctor said it was eating too fast and nothing to worry about.,0
I sat down for the crushing tingling but when throat swelling started I went to the ER. After all the tests they cleared me — just stress.,0
My coworker collapsed — intense shaking and vision darkening at the edges. Rushed to the ER. My doctor said it was the heat outside and nothing to worry about.,0
Experiencing mild lightheadedness that came on earlier today. I took deep breaths. Should I be worried?,0
The pain radiating to my left arm plus intense shortness of breath had me in a panic. Went straight to urgent care. Turned out to be alcohol last night. Feeling much better now.,0
Crushing numbness came out of nowhere. vision darkening at the edges. I lay down but it's lasting longer than expected.,1
Crushing trouble breathing with jaw pain alongside the chest pain. I tried sat down but it's not going away.,1
I took antacids for the significant chest pressure but when throat swelling started I went to the ER. After all the tests they cleared me — just the heat outside.,0
Had mild stomach cramps today — pretty sure it's just dehydration. Feeling better now.,0
Dealing with minor disorientation and throat tightness today. Not sure if it's a stressful week or something more. Does this sound serious?,0
Had significant cold sweats with vision darkening at the edges so I went to the ER. Paramedics checked me over and said it was dehydration. What a scare.,0
Both vomiting and arm pain today — think it's too much caffeine. Passed on its own after an hour.,0
Woke up with a bit of jaw pain. Probably the heat outside. Ibuprofen helped.,0
The jaw pain started after acid reflux. I stepped outside for air and it passed.,0
Woke up with a bit of abdominal pain. Could be a hard workout but I'm not certain. Any advice?,1
Had severe heart pounding with pain radiating to my left arm so I went to the ER. My doctor said it was skipping meals and nothing to worry about.,0
I rested for the terrible confusion but when numbness on my left side started I went to the ER. My doctor said it was a hard workout and nothing to worry about.,0
"Sharp severe headache and racing heart, plus throat swelling. Called an ambulance. Doctors said it was just too much caffeine. Back home and resting.",0
Minor vomiting today. I took ibuprofen. Still not sure if this is normal. Any advice?,1
Moderate chest pressure today. I stepped outside for air. Still not sure if this is normal. Is this something to see a doctor about?,0
Dealing with mild chest tightness from eating too fast. I drank some water and better after drinking water.,0
Terrible abdominal pain and pain radiating to my left arm came on suddenly. I was convinced it was serious. Urgent care said it was sitting too long. Relieved it wasn't more serious.,0
Woke up with slight racing heart. Probably the heat outside. Ibuprofen helped.,0
Having significant lightheadedness that started a little while ago. I lay down. Not sure what to do.,1
"Severe nausea and seeing spots, plus numbness on my left side. Called an ambulance. Paramedics checked me over and said it was skipping meals. What a scare.",0
My wife says the throbbing headache has been there since yesterday. They took antacids. Any advice?,0
The pain radiating to my left arm plus terrible stomach cramps had me in a panic. Went straight to urgent care. My doctor said it was seasonal allergies and nothing to worry about.,0
Had some cold sweats today — pretty sure it's just low blood sugar. It went away after I rested.,0
The vomiting started after a panic attack. I sat down and it passed.,0
Some chest pain all afternoon. Think it's not sleeping enough. Ibuprofen helped.,0
Significant arm pain and can't catch my breath at all came on suddenly. I was convinced it was serious. The ER ran tests and said it was eating too fast. Discharged after two hours.,0
Some jaw pain today. I stepped outside for air. Still not sure if this is normal. Should I be worried?,0
My husband collapsed — intense arm pain and throat swelling. Rushed to the ER. My doctor said it was acid reflux and nothing to worry about.,0
Woke up with slight shaking. Probably a hard workout. It went away after I rested.,0
Had slight jaw pain today — pretty sure it's just postural hypotension. Better after drinking water.,0
Having chest pain and can't catch my breath at all. Tried rested but it keeps coming back. Does this sound serious?,1
My neighbor says the blurred vision has been there since yesterday. They sat down. Is this something to see a doctor about?,1
My child collapsed — severe tingling and numbness on my left side. Rushed to the ER. Doctors said it was just a hard workout. Back home and resting.,0
My husband has moderate chest tightness. They took antacids but it hasn't fully resolved. Is this something to see a doctor about?,1
The tingling started after sitting too long. I lay down and it passed.,0
Woke up with a bit of trembling. Probably not sleeping enough. Passed on its own after an hour.,0
Moderate sweating today. I sat down. Still not sure if this is normal. Not sure what to do.,0
"Terrible jaw pain and cold sweats, plus jaw pain alongside the chest pain. Called an ambulance. After all the tests they cleared me — just alcohol last night.",0
I took ibuprofen for the severe rapid heart rate but when jaw pain alongside the chest pain started I went to the ER. Urgent care said it was sitting too long. Relieved it wasn't more serious.,0
Woke up with minor confusion. Probably sitting too long. Feeling better now.,0
My wife has a bit of nausea. They rested but it hasn't fully resolved. Has anyone else experienced this?,0
Dealing with minor confusion from stress. I took deep breaths and passed on its own after an hour.,0
My roommate has some chest tightness. They took deep breaths but it hasn't fully resolved. Is this something to see a doctor about?,1
Experiencing slight dizziness that came on earlier today. I drank some water. Is this something to see a doctor about?,0
Having moderate nausea that started a little while ago. I sat down. Does this sound serious?,1
Had a bit of cold sweats today — pretty sure it's just a cold. Much better after lying down.,0
My mom had significant jaw pain and pain radiating to my left arm — we called 911. After all the tests they cleared me — just skipping meals.,0
"Severe vomiting and trouble breathing, plus throat swelling. Called an ambulance. Paramedics checked me over and said it was too much caffeine. What a scare.",0
Both weakness and nausea today — think it's postural hypotension. It went away after I rested.,0
Noticing bad seeing spots since this morning. I took ibuprofen but I'm not sure it helped. Is this something to see a doctor about?,1
Experiencing moderate rapid heart rate that came on earlier today. I took antacids. Not sure what to do.,0
My mom collapsed — intense seeing spots and difficulty forming words. Rushed to the ER. Turned out to be the heat outside. Feeling much better now.,0
Woke up with some racing heart. Probably seasonal allergies. Passed on its own after an hour.,0
The shortness of breath comes and goes when I'm stressed. Probably skipping meals. Feeling better now.,0
My child collapsed — bad blurred vision and vision darkening at the edges. Rushed to the ER. My doctor said it was a panic attack and nothing to worry about.,0
Had bad heart pounding and arm pain for the past few hours. Should I be worried?,0
Woke up with bad feeling faint. Could be postural hypotension but I'm not certain. Is this something to see a doctor about?,0
Slight blurred vision all afternoon. Think it's eating too fast. Feeling better now.,0
The disorientation started after not sleeping enough. I took antacids and it passed.,0
Had mild throbbing headache and difficulty breathing for the past few hours. Should I be worried?,0
Having some chest pain that started a little while ago. I drank some water. Is this something to see a doctor about?,0
My coworker had moderate throat tightness and jaw pain alongside the chest pain — we called 911. My doctor said it was the heat outside and nothing to worry about.,0
My friend says the difficulty breathing has been there since yesterday. They sat down. Is this something to see a doctor about?,0
Woke up with slight stomach cramps. Probably a hard workout. Ibuprofen helped.,0
Both chest pain and stomach cramps today — think it's eating too fast. Better after drinking water.,0
I rested for the significant vomiting but when vision darkening at the edges started I went to the ER. Turned out to be seasonal allergies. Feeling much better now.,0
The throat swelling plus terrible heart pounding had me in a panic. Went straight to urgent care. After all the tests they cleared me — just skipping meals.,0
My wife had severe throat tightness and can't catch my breath at all — we called 911. My doctor said it was the heat outside and nothing to worry about.,0
Dealing with bad racing heart and nausea today. Not sure if it's low blood sugar or something more. Not sure what to do.,0
The trouble breathing started after alcohol last night. I sat down and it passed.,0
My neighbor collapsed — crushing heart pounding and pain radiating to my left arm. Rushed to the ER. Urgent care said it was a hard workout. Relieved it wasn't more serious.,0
Dealing with significant weakness and chest pressure today. Not sure if it's a panic attack or something more. Does this sound serious?,0
Woke up with minor shortness of breath. Probably alcohol last night. Ibuprofen helped.,0
I had a snack for the crushing weakness but when throat swelling started I went to the ER. Turned out to be seasonal allergies. Feeling much better now.,0
My coworker says the severe headache has been there since yesterday. They lay down. Does this sound serious?,0
Dealing with mild rapid heart rate and trembling today. Not sure if it's anxiety or something more. Does this sound serious?,0
My friend has mild blurred vision. They drank some water but it hasn't fully resolved. Should I call my doctor?,1
Dealing with some difficulty breathing from postural hypotension. I took deep breaths and it went away after i rested.,0
Dealing with slight jaw pain and throbbing headache today. Not sure if it's acid reflux or something more. Is this something to see a doctor about?,0
The chest tightness comes and goes when I'm stressed. Probably seasonal allergies. Feeling better now.,0
The cold sweats comes and goes when I'm stressed. Probably seasonal allergies. Feeling better now.,0
Both lightheadedness and stomach cramps today — think it's eating too fast. Feeling better now.,0
Mild chest pain all afternoon. Think it's stress. Passed on its own after an hour.,0
My mom has significant chest pressure. They rested but it hasn't fully resolved. Not sure what to do.,1
My husband says the stomach cramps has been there since yesterday. They drank some water. Is this something to see a doctor about?,0
Had slight difficulty breathing today — pretty sure it's just eating too fast. It went away after I rested.,0
The arm pain has been on and off all day. Possibly a hard workout. Is this something to see a doctor about?,0
Terrible sweating and difficulty forming words came on suddenly. I was convinced it was serious. Paramedics checked me over and said it was eating too fast. What a scare.,0
Some trouble breathing today. I drank some water. Still not sure if this is normal. Is this something to see a doctor about?,1
Intense throbbing headache with numbness on my left side. I tried rested but it's lasting longer than expected.,1
Noticing slight heart pounding since this morning. I sat down but I'm not sure it helped. Should I be worried?,0
The numbness on my left side plus significant chest pain had me in a panic. Went straight to urgent care. After all the tests they cleared me — just acid reflux.,0
I stepped outside for air for the moderate abdominal pain but when can't catch my breath at all started I went to the ER. The ER ran tests and said it was low blood sugar. Discharged after two hours.,0
I took deep breaths for the severe lightheadedness but when throat swelling started I went to the ER. Urgent care said it was not sleeping enough. Relieved it wasn't more serious.,0
The dizziness started after postural hypotension. I sat down and it passed.,0
My friend says the cold sweats has been there since yesterday. They had a snack. Not sure what to do.,1
Having severe stomach cramps and vomiting. Also jaw pain alongside the chest pain. I stepped outside for air but it's not going away. Has anyone else experienced this?,1
Having terrible severe headache and chest pressure. Also numbness on my left side. I drank some water but it keeps coming back. Has anyone else experienced this?,1
"Significant trembling and dizziness, plus one side of my face feels strange. Called an ambulance. After all the tests they cleared me — just dehydration.",0
My wife collapsed — concerning rapid heart rate and one side of my face feels strange. Rushed to the ER. Urgent care said it was a cold. Relieved it wasn't more serious.,0
Crushing rapid heart rate and difficulty forming words came on suddenly. I was convinced it was serious. Urgent care said it was stress. Relieved it wasn't more serious.,0
My husband collapsed — sharp difficulty breathing and numbness on my left side. Rushed to the ER. The ER ran tests and said it was the heat outside. Discharged after two hours.,0
Slight jaw pain all afternoon. Think it's postural hypotension. Much better after lying down.,0
Both vomiting and weakness today — think it's a stressful week. Feeling better now.,0
The trembling has been on and off all day. Possibly low blood sugar. Not sure what to do.,0
The feeling faint has been on and off all day. Possibly too much caffeine. Should I be worried?,0
Dealing with moderate seeing spots and cold sweats today. Not sure if it's skipping meals or something more. Has anyone else experienced this?,0
Having significant sweating that started a little while ago. I rested. Should I call my doctor?,0
My neighbor had significant rapid heart rate and pain radiating to my left arm — we called 911. Urgent care said it was postural hypotension. Relieved it wasn't more serious.,0
Having confusion and numbness on my left side. Tried lay down but it's lasting longer than expected. Should I be worried?,1
Concerning sweating and can't catch my breath at all came on suddenly. I was convinced it was serious. Urgent care said it was a cold. Relieved it wasn't more serious.,0
My friend says the shortness of breath has been there since yesterday. They rested. Is this something to see a doctor about?,0
The lightheadedness has been on and off all day. Possibly eating too fast. Not sure what to do.,0
Some confusion all afternoon. Think it's postural hypotension. Much better after lying down.,0
Woke up with some lightheadedness. Probably a panic attack. It went away after I rested.,0
My mom has mild cold sweats. They stepped outside for air but it hasn't fully resolved. Is this something to see a doctor about?,0
Both abdominal pain and blurred vision today — think it's sitting too long. Ibuprofen helped.,0
The disorientation started after a stressful week. I took deep breaths and it passed.,0
I took antacids for the concerning stomach cramps but when difficulty forming words started I went to the ER. The ER ran tests and said it was alcohol last night. Discharged after two hours.,0
Minor dizziness all afternoon. Think it's anxiety. It went away after I rested.,0
Had bad tingling and disorientation for the past few hours. Not sure what to do.,0
The jaw pain comes and goes when I'm stressed. Probably a stressful week. Much better after lying down.,0
Both tingling and sweating today — think it's a hard workout. Ibuprofen helped.,0
The chest tightness comes and goes when I'm stressed. Probably a panic attack. Ibuprofen helped.,0
My friend collapsed — sharp heart pounding and pain radiating to my left arm. Rushed to the ER. Paramedics checked me over and said it was seasonal allergies. What a scare.,0
My coworker says the lightheadedness has been there since yesterday. They took deep breaths. Any advice?,0
Dealing with concerning throat tightness and confusion today. Not sure if it's the heat outside or something more. Does this sound serious?,0
Had terrible chest pressure with numbness on my left side so I went to the ER. My doctor said it was acid reflux and nothing to worry about.,0
"Terrible seeing spots and numbness, plus one side of my face feels strange. Called an ambulance. After all the tests they cleared me — just sitting too long.",0
Dealing with bad rapid heart rate and tingling today. Not sure if it's eating too fast or something more. Is this something to see a doctor about?,0
"Moderate weakness and arm pain, plus can't catch my breath at all. Called an ambulance. Turned out to be the heat outside. Feeling much better now.",0
Sharp jaw pain and racing heart since earlier. I took deep breaths. Nothing seems to be helping. Is this something to see a doctor about?,1
"Crushing racing heart and weakness, plus throat swelling. Called an ambulance. After all the tests they cleared me — just a hard workout.",0
My roommate collapsed — significant trouble breathing and difficulty forming words. Rushed to the ER. Urgent care said it was a panic attack. Relieved it wasn't more serious.,0
Experiencing some shaking that came on earlier today. I took antacids. Not sure what to do.,0
Noticing moderate throat tightness since this morning. I drank some water but I'm not sure it helped. Is this something to see a doctor about?,0
Minor nausea all afternoon. Think it's the heat outside. It went away after I rested.,0
Had some chest pressure and chest tightness for the past few hours. Does this sound serious?,0
The shortness of breath comes and goes when I'm stressed. Probably a cold. Much better after lying down.,0
The trembling started after eating too fast. I stepped outside for air and it passed.,0
The stomach cramps started after a panic attack. I lay down and it passed.,0
The abdominal pain has been on and off all day. Possibly not sleeping enough. Any advice?,0
Crushing confusion and can't catch my breath at all came on suddenly. I was convinced it was serious. Doctors said it was just anxiety. Back home and resting.,0
The difficulty forming words plus bad rapid heart rate had me in a panic. Went straight to urgent care. Urgent care said it was not sleeping enough. Relieved it wasn't more serious.,0
My friend collapsed — moderate lightheadedness and vision darkening at the edges. Rushed to the ER. Urgent care said it was low blood sugar. Relieved it wasn't more serious.,0
Dealing with a bit of trembling and disorientation today. Not sure if it's too much caffeine or something more. Has anyone else experienced this?,0
I took deep breaths for the moderate chest pressure but when difficulty forming words started I went to the ER. Paramedics checked me over and said it was postural hypotension. What a scare.,0
Dealing with concerning arm pain and nausea today. Not sure if it's skipping meals or something more. Is this something to see a doctor about?,0
Woke up with a bit of sweating. Probably postural hypotension. Better after drinking water.,0
My mom had moderate chest tightness and one side of my face feels strange — we called 911. Urgent care said it was alcohol last night. Relieved it wasn't more serious.,0
A bit of cold sweats all afternoon. Think it's sitting too long. Better after drinking water.,0
My coworker has a bit of sweating. They drank some water but it hasn't fully resolved. Any advice?,0
Terrible trembling came out of nowhere. vision darkening at the edges. I took deep breaths but it keeps coming back.,1
Having abdominal pain and numbness on my left side. Tried took antacids but it keeps coming back. Has anyone else experienced this?,1
A bit of vomiting today. I lay down. Still not sure if this is normal. Does this sound serious?,0
Woke up with moderate dizziness. Could be the heat outside but I'm not certain. Does this sound serious?,1
Noticing some heart pounding since this morning. I took antacids but I'm not sure it helped. Has anyone else experienced this?,0
Dealing with minor chest pressure and blurred vision today. Not sure if it's acid reflux or something more. Does this sound serious?,0
Had severe stomach cramps with numbness on my left side so I went to the ER. Doctors said it was just a panic attack. Back home and resting.,0
Dealing with some chest pressure and heart pounding today. Not sure if it's low blood sugar or something more. Any advice?,0
Having bad trouble breathing that started a little while ago. I took antacids. Not sure what to do.,0
Dealing with mild seeing spots and throat tightness today. Not sure if it's a panic attack or something more. Has anyone else experienced this?,0
The chest pressure started after acid reflux. I took antacids and it passed.,0
"Crushing trembling and heart pounding, plus can't catch my breath at all. Called an ambulance. Paramedics checked me over and said it was a cold. What a scare.",0
My roommate collapsed — bad dizziness and vision darkening at the edges. Rushed to the ER. The ER ran tests and said it was too much caffeine. Discharged after two hours.,0
Had bad stomach cramps with pain radiating to my left arm so I went to the ER. Doctors said it was just seasonal allergies. Back home and resting.,0
Dealing with mild trouble breathing from dehydration. I took deep breaths and passed on its own after an hour.,0
My dad had terrible disorientation and difficulty forming words — we called 911. My doctor said it was not sleeping enough and nothing to worry about.,0
I had a snack for the bad severe headache but when vision darkening at the edges started I went to the ER. Turned out to be a panic attack. Feeling much better now.,0
Dealing with mild abdominal pain from a stressful week. I rested and much better after lying down.,0
My roommate collapsed — crushing nausea and pain radiating to my left arm. Rushed to the ER. My doctor said it was not sleeping enough and nothing to worry about.,0
Had a bit of confusion today — pretty sure it's just too much caffeine. Ibuprofen helped.,0
Having moderate severe headache that started a little while ago. I took ibuprofen. Not sure what to do.,0
My child collapsed — significant trouble breathing and can't catch my breath at all. Rushed to the ER. The ER ran tests and said it was a stressful week. Discharged after two hours.,0
Woke up with mild nausea. Could be stress but I'm not certain. Has anyone else experienced this?,0
My child collapsed — intense throbbing headache and pain radiating to my left arm. Rushed to the ER. The ER ran tests and said it was skipping meals. Discharged after two hours.,0
The cold sweats has been on and off all day. Possibly a cold. Has anyone else experienced this?,0
Having bad weakness that started a little while ago. I took antacids. Has anyone else experienced this?,0
My husband has minor shortness of breath. They took deep breaths but it hasn't fully resolved. Should I be worried?,0
Mild chest pressure all afternoon. Think it's acid reflux. Feeling better now.,0
The feeling faint has been on and off all day. Possibly alcohol last night. Should I be worried?,0
My friend has significant chest pressure. They took deep breaths but it hasn't fully resolved. Should I be worried?,0
Had minor stomach cramps today — pretty sure it's just a hard workout. Ibuprofen helped.,0
Some abdominal pain all afternoon. Think it's a stressful week. Ibuprofen helped.,0
Experiencing some cold sweats that came on earlier today. I took antacids. Does this sound serious?,0
Intense heart pounding and pain radiating to my left arm came on suddenly. I was convinced it was serious. Paramedics checked me over and said it was low blood sugar. What a scare.,0
Had slight numbness today — pretty sure it's just a panic attack. Ibuprofen helped.,0
Had slight trembling today — pretty sure it's just sitting too long. Ibuprofen helped.,0
Had sharp severe headache with vision darkening at the edges so I went to the ER. Doctors said it was just not sleeping enough. Back home and resting.,0
My mom has some dizziness. They drank some water but it hasn't fully resolved. Does this sound serious?,0
Woke up with mild cold sweats. Probably seasonal allergies. Ibuprofen helped.,0
My dad had sharp dizziness and vision darkening at the edges — we called 911. Turned out to be skipping meals. Feeling much better now.,0
A bit of vomiting all afternoon. Think it's a cold. It went away after I rested.,0
My friend collapsed — bad chest tightness and can't catch my breath at all. Rushed to the ER. After all the tests they cleared me — just a panic attack.,0
The nausea started after postural hypotension. I stepped outside for air and it passed.,0
My husband has slight disorientation. They took deep breaths but it hasn't fully resolved. Should I call my doctor?,0
Dealing with mild abdominal pain from acid reflux. I sat down and it went away after i rested.,0
"Crushing chest pressure and jaw pain, plus numbness on my left side. Called an ambulance. Urgent care said it was too much caffeine. Relieved it wasn't more serious.",0
The can't catch my breath at all plus moderate blurred vision had me in a panic. Went straight to urgent care. After all the tests they cleared me — just a cold.,0
Dealing with mild heart pounding from acid reflux. I rested and ibuprofen helped.,0
Significant trembling today. I took deep breaths. Still not sure if this is normal. Not sure what to do.,0
The difficulty breathing has been on and off all day. Possibly a panic attack. Should I be worried?,0
My neighbor had terrible severe headache and difficulty forming words — we called 911. My doctor said it was a cold and nothing to worry about.,0
Woke up with some severe headache. Probably a stressful week. Feeling better now.,0
Dealing with a bit of feeling faint from stress. I took deep breaths and ibuprofen helped.,0
My wife collapsed — moderate nausea and difficulty forming words. Rushed to the ER. After all the tests they cleared me — just stress.,0
The throat swelling plus sharp feeling faint had me in a panic. Went straight to urgent care. Turned out to be eating too fast. Feeling much better now.,0
My wife says the blurred vision has been there since yesterday. They had a snack. Has anyone else experienced this?,0
Had a bit of lightheadedness today — pretty sure it's just sitting too long. Feeling better now.,0
Both confusion and trouble breathing today — think it's seasonal allergies. Much better after lying down.,0
Had some shaking today — pretty sure it's just alcohol last night. Passed on its own after an hour.,0
"Crushing heart pounding and feeling faint, plus numbness on my left side. Called an ambulance. My doctor said it was acid reflux and nothing to worry about.",0
Dealing with mild seeing spots from a stressful week. I had a snack and much better after lying down.,0
The one side of my face feels strange plus intense trouble breathing had me in a panic. Went straight to urgent care. My doctor said it was low blood sugar and nothing to worry about.,0
Had minor severe headache today — pretty sure it's just stress. Feeling better now.,0
Minor nausea today. I drank some water. Still not sure if this is normal. Is this something to see a doctor about?,0
My roommate says the chest pain has been there since yesterday. They lay down. Should I be worried?,1
I had a snack for the severe lightheadedness but when throat swelling started I went to the ER. Paramedics checked me over and said it was a panic attack. What a scare.,0
My friend says the rapid heart rate has been there since yesterday. They rested. Not sure what to do.,1
My child has minor shaking. They took deep breaths but it hasn't fully resolved. Any advice?,0
The difficulty breathing started after not sleeping enough. I took deep breaths and it passed.,0
Had minor jaw pain and disorientation for the past few hours. Is this something to see a doctor about?,0
The jaw pain alongside the chest pain plus severe trembling had me in a panic. Went straight to urgent care. My doctor said it was low blood sugar and nothing to worry about.,0
Both throat tightness and chest pain today — think it's alcohol last night. Feeling better now.,0
Having bad tingling that started a little while ago. I lay down. Should I call my doctor?,0
My husband says the disorientation has been there since yesterday. They had a snack. Is this something to see a doctor about?,0
Had moderate dizziness with vision darkening at the edges so I went to the ER. My doctor said it was a panic attack and nothing to worry about.,0
The sweating started after not sleeping enough. I sat down and it passed.,0
